,date,id_station,min_entre,max_entre,min_exit,max_exit
310,12-28-13,B013_R196_01-05-00,2988.0,2988.0,0.0,0.0
311,12-28-13,B013_R196_01-05-01,14.0,14.0,1265.0,1265.0
312,12-28-13,B014_R148_00-00-00,7979114.0,7980020.0,13303937.0,13305268.0
313,12-28-13,B014_R148_00-00-01,11618215.0,11619529.0,7505587.0,7506254.0
314,12-28-13,B014_R148_00-00-02,10665583.0,10666750.0,7282049.0,7282629.0
315,12-28-13,B015_R098_01-00-00,2185732.0,2185985.0,1358513.0,1358701.0
316,12-28-13,B015_R098_01-00-01,4679225.0,4679818.0,1619985.0,1620156.0
317,12-28-13,B015_R098_01-00-02,5067148.0,5067861.0,1028364.0,1028461.0
318,12-28-13,B015_R098_01-00-03,5968803.0,5969471.0,430550.0,430582.0
319,12-28-13,B015_R098_01-03-00,582857.0,583337.0,511358.0,511789.0
320,12-28-13,B015_R098_01-03-01,2333063.0,2333288.0,11905226.0,11906451.0
321,12-28-13,B015_R098_01-06-00,188736.0,188752.0,786627.0,786776.0
322,12-28-13,B016_R098_00-00-00,7294212.0,7294941.0,13310273.0,13311464.0
323,12-28-13,B016_R098_00-00-01,117920.0,118823.0,241340.0,242760.0
324,12-28-13,B016_R098_00-00-02,8070422.0,8071446.0,11876775.0,11878025.0
325,12-28-13,B016_R098_00-00-03,8497959.0,8499123.0,10729871.0,10730946.0
326,12-28-13,B016_R098_00-03-00,5255916.0,5257536.0,3205440.0,3206095.0
